id,birth date,job type,school level,domestic status,profession,domestic relationship type,ethnicity,gender,earned dividends,interest earned,monthly work,country of origin,target
1773,2000-12-21,unknown,10th,single,unknown,living with child,white and privileged,Female,0,0,80,u.s.,1
30625,1988-12-24,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
27777,1996-12-22,private,entry level college,single,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
23573,1947-01-04,private,secondary,d,other,not living with family,white and privileged,Female,0,0,64,u.s.,1
8950,1990-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
18832,1928-01-09,private,some post graduate,single,C-level,living with child,white and privileged,Female,0,0,160,u.s.,1
23090,1971-12-29,federal-gov,advanced vocational,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
28612,1980-12-26,private,entry level college,d,secretarial,not living with family,afro american,Female,0,0,148,u.s.,1
5227,1967-12-30,local-gov,secondary,married 2,C-level,has husband,afro american,Female,0,0,160,u.s.,0
3677,1964-12-30,local-gov,some post graduate,d,specialist technician,not living with family,white and privileged,Female,0,0,140,u.s.,0
18168,1968-12-29,private,secondary 11,married 2,estate employee,living with extende family,white and privileged,Female,0,0,160,u.s.,1
16366,1975-12-28,private,basic vocational,d,technology support,never married,white and privileged,Female,0,0,160,u.s.,1
26869,1989-12-24,federal-gov,college graduate,single,technology support,not living with family,afro american,Female,0,0,160,u.s.,1
15776,1976-12-27,self-emp-inc,college graduate,spouse passed,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
25382,1968-12-29,local-gov,some post graduate,divorce pending,specialist technician,never married,white and privileged,Female,0,0,280,u.s.,1
4860,1976-12-27,local-gov,college graduate,divorce pending,specialist technician,never married,afro american,Female,0,0,160,u.s.,1
31326,1977-12-27,private,secondary,married 2,vocational,has husband,white and privileged,Female,0,1628,180,u.s.,1
13753,1993-12-23,federal-gov,entry level college,d,secretarial,never married,afro american,Female,0,0,100,u.s.,1
14161,1979-12-27,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,80,u.s.,1
10539,1995-12-23,unknown,entry level college,single,unknown,not living with family,afro american,Female,0,0,100,u.s.,1
20139,1985-12-25,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,200,u.s.,1
13627,1970-12-29,private,secondary,married not together,sales,never married,white and privileged,Female,0,0,80,cuba,1
17111,1972-12-28,private,college graduate,d,secretarial,never married,white and privileged,Female,0,0,160,de,1
22095,1992-12-23,private,some post graduate,single,specialist technician,living with child,white and privileged,Female,0,0,240,u.s.,1
27623,1992-12-23,private,basic vocational,single,other,never married,american indian,Female,0,0,160,u.s.,1
4538,1997-12-22,private,secondary,single,sales,living with child,asian,Female,0,0,96,philippines,1
16853,1982-12-26,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,172,u.s.,1
13538,1989-12-24,private,10th,single,mechanic,living with child,white and privileged,Female,0,0,160,u.s.,1
21794,1976-12-27,local-gov,kindergarten,single,household labor,living with child,white and privileged,Female,0,0,120,u.s.,1
2467,1971-12-29,private,secondary,d,sales,living with extende family,white and privileged,Female,0,0,160,u.s.,1
9901,1988-12-24,private,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,96,u.s.,1
437,1983-12-26,local-gov,entry level college,single,defense contractor,not living with family,white and privileged,Female,0,0,160,u.s.,1
11987,1994-12-23,private,college graduate,single,secretarial,living with child,white and privileged,Female,0,0,80,u.s.,1
3514,1978-12-27,private,secondary,d,C-level,never married,white and privileged,Female,0,0,180,u.s.,1
27893,1999-12-22,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,140,u.s.,1
3275,1960-01-01,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,184,u.s.,1
18689,1985-12-25,local-gov,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
10120,1997-12-22,private,secondary,single,other,not living with family,white and privileged,Female,0,0,120,u.s.,1
21398,1970-12-29,federal-gov,college graduate,married 2,C-level,has husband,white and privileged,Female,0,0,160,u.s.,0
2140,1963-12-31,local-gov,some post graduate,spouse passed,specialist technician,never married,white and privileged,Female,0,0,152,u.s.,1
734,1972-12-28,unknown,entry level college,married 2,unknown,has husband,afro american,Female,0,0,160,u.s.,1
32484,1969-12-29,private,entry level college,d,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
19948,1955-01-02,private,10th,spouse passed,agriculture,never married,white and privileged,Female,0,0,224,u.s.,1
24349,1972-12-28,private,advanced vocational,d,vocational,not living with family,white and privileged,Female,0,0,220,u.s.,1
2595,1982-12-26,private,advanced vocational,d,household labor,never married,white and privileged,Female,0,0,96,u.s.,1
15901,1998-12-22,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,112,u.s.,1
17574,1942-01-05,private,college graduate,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,80,u.s.,1
22834,1995-12-23,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
29021,1989-12-24,private,secondary,single,specialist technician,not living with family,american indian,Female,0,0,160,u.s.,1
1596,1984-12-25,local-gov,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,240,u.s.,1
31341,1988-12-24,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
3006,1980-12-26,private,basic vocational,d,technology support,never married,white and privileged,Female,0,0,208,u.s.,1
31172,1986-12-25,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,de,1
17468,1996-12-22,private,entry level college,single,other,not living with family,afro american,Female,0,0,120,u.s.,1
18751,1982-12-26,private,entry level college,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
19027,1976-12-27,federal-gov,college graduate,married 2,secretarial,has husband,asian,Female,0,0,160,philippines,0
18744,1971-12-29,federal-gov,entry level college,divorce pending,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
6054,1974-12-28,private,secondary,d,mechanic,not living with family,white and privileged,Female,0,0,96,u.s.,1
24433,1977-12-27,federal-gov,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
4460,1988-12-24,unknown,entry level college,d,unknown,never married,white and privileged,Female,0,0,120,u.s.,1
29538,1995-12-23,private,entry level college,single,other,not living with family,white and privileged,Female,0,0,120,u.s.,1
7552,1982-12-26,private,college graduate,divorce pending,C-level,never married,white and privileged,Female,0,0,168,u.s.,1
6186,1974-12-28,private,college graduate,married 2,other,has husband,white and privileged,Female,0,0,140,unknown,0
5303,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,160,u.s.,1
29734,1992-12-23,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
3767,1980-12-26,local-gov,entry level college,single,secretarial,never married,afro american,Female,0,0,160,u.s.,1
27348,1994-12-23,private,secondary,divorce pending,mechanic,never married,white and privileged,Female,0,0,192,u.s.,1
11968,1992-12-23,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
12658,1973-12-28,private,entry level college,divorce pending,secretarial,never married,white and privileged,Female,0,0,152,u.s.,1
9424,1967-12-30,local-gov,entry level college,d,secretarial,not living with family,afro american,Female,0,0,160,u.s.,1
14257,1991-12-24,self-emp-not-inc,basic vocational,single,other,not living with family,white and privileged,Female,0,0,140,u.s.,1
21007,1957-01-01,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,172,u.s.,1
13759,1986-12-25,private,primary 1 through 4,single,other,living with extende family,white and privileged,Female,0,0,100,el-salvador,1
18038,1986-12-25,private,advanced vocational,d,other,not living with family,white and privileged,Female,0,0,128,u.s.,1
32206,1946-01-04,unknown,secondary-5 through 6,spouse passed,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
22307,1970-12-29,self-emp-not-inc,college graduate,spouse passed,C-level,never married,asian,Female,0,0,240,thailand,1
1099,1974-12-28,private,entry level college,d,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
18008,1947-01-04,unknown,secondary,spouse passed,unknown,not living with family,white and privileged,Female,0,0,80,u.s.,1
28409,1989-12-24,private,secondary,divorce pending,sales,never married,afro american,Female,0,0,160,u.s.,1
27170,1970-12-29,private,some post graduate,divorce pending,mechanic,never married,asian,Female,0,0,168,india,1
19826,1996-12-22,private,entry level college,single,other,not living with family,white and privileged,Female,0,0,120,u.s.,1
552,1946-01-04,private,secondary 11,spouse passed,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
16003,1970-12-29,private,entry level college,d,other,living with child,white and privileged,Female,0,0,176,u.s.,1
15972,1999-12-22,private,entry level college,single,sales,not living with family,white and privileged,Female,0,0,120,u.s.,1
21139,1998-12-22,private,secondary,single,mechanic,living with child,white and privileged,Female,0,0,136,u.s.,1
5127,1962-12-31,state-gov,basic vocational,spouse passed,C-level,not living with family,american indian,Female,0,0,152,u.s.,1
22773,1976-12-27,self-emp-inc,secondary-9,married 2,sales,has husband,white and privileged,Female,0,0,280,dr,1
3086,1973-12-28,private,secondary,d,mechanic,never married,afro american,Female,0,0,224,u.s.,1
21207,1991-12-24,private,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
31758,2000-12-21,unknown,10th,single,unknown,living with child,white and privileged,Female,0,0,80,u.s.,1
1789,1952-01-03,private,secondary-5 through 6,married not together,household labor,never married,white and privileged,Female,0,0,160,puerto rico,1
23161,1982-12-26,private,secondary,d,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
13467,1953-01-02,private,secondary,d,sales,not living with family,white and privileged,Female,0,0,80,u.s.,1
26544,1974-12-28,private,college graduate,d,secretarial,never married,white and privileged,Female,0,0,160,de,1
22676,1968-12-29,private,secondary,d,other,never married,afro american,Female,0,0,128,u.s.,1
27157,1956-01-02,self-emp-not-inc,some post graduate,d,specialist technician,never married,white and privileged,Female,0,0,128,u.s.,1
30074,1987-12-25,federal-gov,entry level college,single,secretarial,living with child,afro american,Female,0,0,160,u.s.,1
5838,1998-12-22,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
12995,1998-12-22,self-emp-not-inc,entry level college,single,vocational,living with child,white and privileged,Female,0,0,100,u.s.,1
29675,1997-12-22,self-emp-inc,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,80,u.s.,1
9421,1972-12-28,private,secondary,d,sales,not living with family,white and privileged,Female,0,0,220,u.s.,1
2557,1995-12-23,local-gov,entry level college,single,specialist technician,not living with family,white and privileged,Female,0,0,84,u.s.,1
21171,1987-12-25,private,basic vocational,married 2,secretarial,has husband,white and privileged,Female,0,0,140,u.s.,1
17289,1973-12-28,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,1504,180,u.s.,1
3510,1962-12-31,private,secondary,spouse passed,sales,not living with family,white and privileged,Female,0,0,152,u.s.,1
31291,1992-12-23,private,entry level college,married 2,other,has husband,white and privileged,Female,0,0,240,u.s.,1
633,1987-12-25,private,college graduate,married 2,secretarial,has husband,afro american,Female,0,0,160,u.s.,0
18220,1974-12-28,state-gov,secondary,married not together,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
27959,1987-12-25,private,entry level college,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
31586,1968-12-29,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
27979,1963-12-31,self-emp-not-inc,college graduate,married 2,C-level,has husband,white and privileged,Female,0,1977,140,u.s.,0
25442,1965-12-30,local-gov,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,180,u.s.,1
19914,1992-12-23,local-gov,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
27469,1998-12-22,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
3219,1959-01-01,private,secondary 11,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
24919,1978-12-27,private,entry level college,married 2,sales,has husband,white and privileged,Female,0,0,180,u.s.,0
18593,2000-12-21,private,secondary 11,single,other,living with child,afro american,Female,0,0,100,u.s.,1
17944,1991-12-24,local-gov,college graduate,single,specialist technician,living with child,afro american,Female,0,0,168,u.s.,1
18753,1999-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,160,u.s.,1
26927,1998-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,32,u.s.,1
13668,1954-01-02,state-gov,secondary-9,single,secretarial,not living with family,white and privileged,Female,0,0,152,u.s.,1
4279,1971-12-29,private,secondary,d,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
19517,1997-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
25225,1957-01-01,unknown,10th,d,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
6611,1952-01-03,local-gov,secondary,spouse passed,secretarial,never married,white and privileged,Female,0,0,100,u.s.,1
31419,1981-12-26,private,secondary,single,C-level,not living with family,white and privileged,Female,0,0,152,u.s.,1
30323,1996-12-22,state-gov,secondary,single,secretarial,living with child,white and privileged,Female,0,0,172,u.s.,1
32454,1967-12-30,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
18470,2000-12-21,unknown,10th,single,unknown,living with child,white and privileged,Female,0,0,160,u.s.,1
23727,1995-12-23,private,basic vocational,single,other,living with child,white and privileged,Female,0,0,48,u.s.,1
23335,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,92,u.s.,1
31747,1975-12-28,private,college graduate,d,C-level,not living with family,white and privileged,Female,0,0,220,u.s.,0
24367,1989-12-24,local-gov,college graduate,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
30447,1952-01-03,state-gov,secondary,spouse passed,specialist technician,never married,afro american,Female,0,0,140,u.s.,1
30599,1996-12-22,private,secondary,single,trucking,living with child,white and privileged,Female,0,0,160,u.s.,1
12697,1970-12-29,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
1393,1998-12-22,federal-gov,secondary,single,secretarial,never married,afro american,Female,0,0,160,u.s.,1
31103,1996-12-22,private,secondary,single,other,never married,white and privileged,Female,0,0,160,u.s.,1
6694,1981-12-26,private,secondary,divorce pending,mechanic,not living with family,afro american,Female,0,0,144,u.s.,1
12352,1965-12-30,private,secondary-9,spouse passed,other,not living with family,white and privileged,Female,0,0,100,puerto rico,1
20066,1975-12-28,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,48,u.s.,1
9753,1973-12-28,local-gov,advanced vocational,d,defense contractor,not living with family,white and privileged,Female,0,0,224,u.s.,0
32127,1967-12-30,private,secondary 11,d,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
26746,1971-12-29,private,advanced vocational,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
16926,1967-12-30,private,entry level college,d,secretarial,never married,afro american,Female,0,0,160,u.s.,1
18668,1994-12-23,private,secondary,married 2,secretarial,living with extende family,white and privileged,Female,0,0,140,u.s.,1
5931,1976-12-27,private,entry level college,married 2,specialist technician,has husband,white and privileged,Female,0,0,128,u.s.,0
10316,1977-12-27,state-gov,some post graduate,single,C-level,not living with family,white and privileged,Female,0,0,140,u.s.,1
20360,1967-12-30,self-emp-not-inc,secondary,d,specialist technician,not living with family,asian,Female,0,0,240,vietnam,1
16838,1989-12-24,unknown,entry level college,d,unknown,living with child,white and privileged,Female,0,0,80,unknown,1
24803,1999-12-22,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,80,u.s.,1
19377,1989-12-24,private,secondary,single,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
714,1981-12-26,local-gov,college graduate,d,secretarial,never married,white and privileged,Female,0,0,140,honduras,1
545,1985-12-25,private,secondary,single,household labor,not living with family,white and privileged,Female,0,0,180,u.s.,1
16129,1998-12-22,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
19581,1974-12-28,state-gov,secondary,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
26961,1969-12-29,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
12306,1950-01-03,private,secondary-7 through 8,spouse passed,mechanic,not living with family,white and privileged,Female,0,0,40,u.s.,1
17602,1956-01-02,state-gov,advanced vocational,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
2705,1977-12-27,private,secondary,d,technology support,never married,white and privileged,Female,0,0,160,u.s.,1
29818,1993-12-23,private,secondary,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
27673,1995-12-23,private,basic vocational,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
7574,1997-12-22,state-gov,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,100,u.s.,1
5973,1985-12-25,private,secondary,d,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
9917,1975-12-28,self-emp-not-inc,advanced post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,1
18491,1958-01-01,private,basic vocational,d,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
21759,1994-12-23,private,secondary,single,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
31647,1974-12-28,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,232,u.s.,1
26607,1994-12-23,private,college graduate,married 2,secretarial,living with extende family,white and privileged,Female,0,0,160,u.s.,1
7174,1989-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,140,u.s.,1
10585,1985-12-25,private,college graduate,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
26293,1987-12-25,private,secondary,single,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
9628,1996-12-22,private,secondary,single,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
23405,1981-12-26,private,secondary,single,mechanic,not living with family,afro american,Female,0,0,192,u.s.,1
27463,1999-12-22,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
5126,1997-12-22,private,secondary,single,mechanic,living with extende family,white and privileged,Female,0,0,160,u.s.,1
22472,1992-12-23,private,college graduate,single,specialist technician,living with child,afro american,Female,0,0,220,u.s.,1
1759,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,40,u.s.,1
1407,1978-12-27,local-gov,advanced vocational,married 2,vocational,has husband,white and privileged,Female,0,0,200,u.s.,0
1081,1998-12-22,local-gov,secondary,d,C-level,not living with family,white and privileged,Female,0,0,140,u.s.,1
7857,1987-12-25,local-gov,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
26760,1977-12-27,private,secondary,married not together,secretarial,living with child,white and privileged,Female,0,0,152,u.s.,1
2378,1992-12-23,private,entry level college,divorce pending,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
27408,1997-12-22,private,secondary,single,other,not living with family,afro american,Female,0,0,160,u.s.,1
18375,1996-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
26640,2000-12-21,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,64,u.s.,1
14651,1974-12-28,local-gov,secondary,d,technology support,not living with family,afro american,Female,0,0,160,u.s.,1
24459,1985-12-25,private,some post graduate,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
11427,1993-12-23,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,240,u.s.,1
23062,1997-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,40,u.s.,1
12054,1964-12-30,local-gov,some post graduate,d,specialist technician,never married,white and privileged,Female,0,0,200,u.s.,1
30985,1966-12-30,private,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
5489,1976-12-27,private,entry level college,d,C-level,not living with family,white and privileged,Female,0,0,320,u.s.,1
22203,1999-12-22,local-gov,10th,single,defense contractor,living with child,white and privileged,Female,0,0,24,u.s.,1
3847,1973-12-28,private,secondary,married 2,sales,has husband,white and privileged,Female,0,0,160,u.s.,0
27233,1994-12-23,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
29588,1989-12-24,private,entry level college,single,technology support,living with child,white and privileged,Female,0,0,96,u.s.,1
21075,1984-12-25,private,secondary,single,mechanic,not living with family,afro american,Female,0,0,160,u.s.,1
19153,1983-12-26,unknown,secondary 12,divorce pending,unknown,never married,afro american,Female,0,0,212,u.s.,1
3733,1954-01-02,state-gov,some post graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,20,u.s.,0
24680,1974-12-28,federal-gov,advanced vocational,married 2,specialist technician,has husband,afro american,Female,0,0,160,u.s.,1
18719,1985-12-25,local-gov,secondary,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
17960,1991-12-24,private,secondary,divorce pending,secretarial,never married,afro american,Female,0,0,160,u.s.,1
31359,1989-12-24,private,college graduate,single,C-level,never married,afro american,Female,0,0,180,unknown,1
23606,1999-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
7308,1997-12-22,private,secondary-7 through 8,single,mechanic,living with extende family,white and privileged,Female,0,0,240,mexico,1
22287,1997-12-22,private,entry level college,single,C-level,living with child,white and privileged,Female,0,0,120,u.s.,1
24570,1983-12-26,private,college graduate,divorce pending,C-level,not living with family,white and privileged,Female,0,0,140,u.s.,1
2668,1980-12-26,self-emp-not-inc,entry level college,divorce pending,other,living with child,white and privileged,Female,0,0,160,cuba,1
13764,1995-12-23,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
5750,1970-12-29,private,secondary,d,C-level,never married,afro american,Female,0,0,160,u.s.,0
9714,1987-12-25,private,secondary,d,other,never married,white and privileged,Female,0,0,144,u.s.,1
6044,1995-12-23,private,entry level college,single,secretarial,living with extende family,afro american,Female,0,0,120,jamaica,1
4442,1979-12-27,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,280,u.s.,1
18070,1987-12-25,private,secondary,single,sales,not living with family,white and privileged,Female,0,1602,120,u.s.,1
29750,1972-12-28,local-gov,college graduate,d,C-level,never married,afro american,Female,0,0,240,u.s.,1
29658,1976-12-27,state-gov,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
21486,1989-12-24,private,entry level college,single,secretarial,never married,afro american,Female,0,0,160,u.s.,1
27097,1986-12-25,private,basic vocational,divorce pending,technology support,never married,afro american,Female,0,0,128,u.s.,1
30754,1986-12-25,private,primary school,single,specialist technician,not living with family,white and privileged,Female,0,0,396,u.s.,1
29912,1994-12-23,private,secondary,d,other,living with child,white and privileged,Female,0,0,40,u.s.,1
29090,1964-12-30,private,secondary-7 through 8,d,mechanic,never married,afro american,Female,0,0,224,u.s.,1
4171,1967-12-30,local-gov,secondary,d,other,never married,white and privileged,Female,0,0,196,dr,1
31260,1968-12-29,self-emp-not-inc,college graduate,spouse passed,sales,never married,white and privileged,Female,0,0,160,u.s.,1
16659,1997-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,180,u.s.,1
10623,1979-12-27,state-gov,entry level college,divorce pending,secretarial,never married,afro american,Female,0,0,152,u.s.,1
23309,1960-12-31,private,secondary,spouse passed,C-level,never married,white and privileged,Female,0,0,180,u.s.,1
22002,1985-12-25,private,basic vocational,d,other,never married,white and privileged,Female,0,0,160,unknown,1
21928,1975-12-28,private,secondary,d,mechanic,never married,white and privileged,Female,0,0,160,u.s.,1
17951,1996-12-22,state-gov,entry level college,single,specialist technician,living with child,white and privileged,Female,0,0,80,u.s.,1
5413,1967-12-30,local-gov,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
27729,1983-12-26,private,college graduate,single,specialist technician,living with child,white and privileged,Female,0,0,60,u.s.,1
1597,1980-12-26,private,college graduate,single,sales,not living with family,afro american,Female,0,0,160,u.s.,1
28849,1951-01-03,unknown,secondary,married 2,unknown,has husband,white and privileged,Female,0,0,20,u.s.,1
66,1989-12-24,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
18191,1960-12-31,private,secondary,d,secretarial,living with extende family,afro american,Female,0,0,160,u.s.,1
13324,1984-12-25,private,entry level college,single,secretarial,never married,other,Female,0,0,152,u.s.,1
22054,1995-12-23,private,secondary,single,mechanic,not living with family,white and privileged,Female,0,0,192,u.s.,1
11713,1993-12-23,unknown,secondary,d,unknown,never married,afro american,Female,0,0,148,u.s.,1
17649,1997-12-22,state-gov,entry level college,single,specialist technician,living with child,white and privileged,Female,0,0,60,u.s.,1
31492,1977-12-27,federal-gov,entry level college,d,C-level,not living with family,afro american,Female,0,0,160,u.s.,1
13956,1994-12-23,private,secondary-5 through 6,single,estate employee,never married,white and privileged,Female,0,0,48,mexico,1
24308,1995-12-23,unknown,entry level college,single,unknown,not living with family,afro american,Female,0,0,140,u.s.,1
19129,1959-01-01,private,entry level college,d,C-level,not living with family,white and privileged,Female,0,0,208,us territory,1
27521,1970-12-29,private,college graduate,divorce pending,specialist technician,never married,white and privileged,Female,0,0,200,u.s.,1
20021,1999-12-22,private,secondary 12,single,sales,living with child,afro american,Female,0,0,60,u.s.,1
28526,1989-12-24,private,secondary,single,sales,never married,white and privileged,Female,0,0,280,u.s.,1
10257,1981-12-26,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
2207,1982-12-26,private,secondary,single,other,not living with family,afro american,Female,0,0,160,u.s.,1
22233,1981-12-26,private,entry level college,single,technology support,not living with family,white and privileged,Female,0,0,160,u.s.,1
11994,1977-12-27,private,secondary,single,other,never married,afro american,Female,0,0,160,u.s.,1
7091,1972-12-28,private,entry level college,d,other,never married,afro american,Female,0,0,160,u.s.,1
18005,1970-12-29,private,entry level college,married 2,secretarial,has husband,afro american,Female,0,0,192,u.s.,0
29889,1995-12-23,private,entry level college,married 1,other,has husband,white and privileged,Female,0,0,160,u.s.,0
5260,1996-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,60,u.s.,1
8111,1996-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,120,u.s.,1
17062,1994-12-23,private,college graduate,single,C-level,living with child,white and privileged,Female,0,0,160,u.s.,1
9666,1988-12-24,private,secondary,married not together,mechanic,not living with family,white and privileged,Female,0,0,152,el-salvador,1
15041,1980-12-26,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
14849,1956-01-02,private,entry level college,spouse passed,estate employee,never married,white and privileged,Female,0,0,160,u.s.,1
20269,1983-12-26,unknown,secondary,divorce pending,unknown,living with child,white and privileged,Female,0,0,32,u.s.,1
13181,1947-01-04,unknown,basic vocational,spouse passed,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
8780,1978-12-27,private,advanced post graduate,d,specialist technician,never married,white and privileged,Female,0,0,320,u.s.,1
20146,1994-12-23,private,entry level college,d,C-level,never married,white and privileged,Female,0,0,100,u.s.,1
14258,1969-12-29,private,secondary 12,spouse passed,household labor,never married,white and privileged,Female,0,0,200,u.s.,1
5152,1990-12-24,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,156,u.s.,1
8678,1985-12-25,private,secondary,single,mechanic,living with child,afro american,Female,0,1602,80,u.s.,1
396,1972-12-28,private,entry level college,d,household labor,never married,white and privileged,Female,0,0,160,u.s.,1
14057,1993-12-23,private,secondary,married 2,sales,has husband,white and privileged,Female,0,0,160,u.s.,0
24815,1967-12-30,private,entry level college,married 2,secretarial,living with extende family,white and privileged,Female,0,0,140,u.s.,0
9692,1980-12-26,private,basic vocational,married 2,specialist technician,has husband,white and privileged,Female,0,0,120,u.s.,1
6788,1989-12-24,private,secondary 11,divorce pending,vocational,never married,white and privileged,Female,0,0,160,u.s.,1
2054,1997-12-22,private,secondary,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
20188,1960-12-31,private,secondary,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,228,u.s.,1
